AnGamGeneStableID	AnGamTranscriptstableID	AnFunGeneStableID	AnFunTranscriptStableID	GeneName	GeneClass
AGAP003156	AGAP003156-RA	AFUN011278	AFUN011278-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003156	AGAP003156-RA	AFUN011278	AFUN011278-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002383	AGAP002383-RA	AFUN011329	AFUN011329-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002383	AGAP002383-RA	AFUN011329	AFUN011329-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002383	AGAP002383-RA	AFUN011329	AFUN011329-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012096	AGAP012096-RA	AFUN011884	AFUN011884-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012096	AGAP012096-RA	AFUN011884	AFUN011884-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003589	AGAP003589-RA	AFUN016263	AFUN016263-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003589	AGAP003589-RA	AFUN016263	AFUN016263-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003315	AGAP003315-RA	AFUN016433	AFUN016433-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003315	AGAP003315-RA	AFUN016433	AFUN016433-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002969	AGAP002969-RA	AFUN016463	AFUN016463-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002969	AGAP002969-RA	AFUN016463	AFUN016463-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP005576	AGAP005576-RA	AFUN018860	AFUN018860-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP005576	AGAP005576-RA	AFUN018860	AFUN018860-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP005576	AGAP005576-RA	AFUN018860	AFUN018860-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012283	AGAP012283-RA	AFUN019163	AFUN019163-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012283	AGAP012283-RA	AFUN019163	AFUN019163-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012283	AGAP012283-RA	AFUN019163	AFUN019163-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP012283	AGAP012283-RA	AFUN019163	AFUN019163-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP010267	AGAP010267-RA	AFUN019247	AFUN019247-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP010267	AGAP010267-RA	AFUN019247	AFUN019247-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP010267	AGAP010267-RA	AFUN019247	AFUN019247-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP010267	AGAP010267-RA	AFUN019247	AFUN019247-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RA	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RB	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RA	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RB	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RA	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003517	AGAP003517-RB	AFUN019666	AFUN019666-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP008297	AGAP008297-RA	AFUN019736	AFUN019736-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP008297	AGAP008297-RA	AFUN019736	AFUN019736-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP008265	AGAP008265-RA	AFUN020966	AFUN020966-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP008265	AGAP008265-RA	AFUN020966	AFUN020966-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP008265	AGAP008265-RA	AFUN020966	AFUN020966-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000398	AGAP000398-RA	AFUN021598	AFUN021598-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000398	AGAP000398-RA	AFUN021598	AFUN021598-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000325	AGAP000325-RB	AFUN021759	AFUN021759-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000325	AGAP000325-RA	AFUN021759	AFUN021759-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000325	AGAP000325-RB	AFUN021759	AFUN021759-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000325	AGAP000325-RA	AFUN021759	AFUN021759-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000991	AGAP000991-RA	AFUN021761	AFUN021761-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP000991	AGAP000991-RA	AFUN021761	AFUN021761-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002945	AGAP002945-RA	AFUN021831	AFUN021831-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002945	AGAP002945-RA	AFUN021831	AFUN021831-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003003	AGAP003003-RA	AFUN021842	AFUN021842-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003003	AGAP003003-RA	AFUN021842	AFUN021842-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP003003	AGAP003003-RA	AFUN021842	AFUN021842-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002101	AGAP002101-RA	AFUN022045	AFUN022045-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002101	AGAP002101-RA	AFUN022045	AFUN022045-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP002101	AGAP002101-RA	AFUN022045	AFUN022045-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP011821	AGAP011821-RA	AFUN022300	AFUN022300-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP011821	AGAP011821-RA	AFUN022300	AFUN022300-RA	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP011744	AGAP011744-RA			Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP011744	AGAP011744-RA			Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP011744	AGAP011744-RA			Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis
AGAP010056	AGAP010056-RA	AFUN000104	AFUN000104-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010056	AGAP010056-RA	AFUN000104	AFUN000104-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005337	AGAP005337-RA	AFUN000392	AFUN000392-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005337	AGAP005337-RA	AFUN000392	AFUN000392-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005339	AGAP005339-RA	AFUN000392	AFUN000392-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005339	AGAP005339-RA	AFUN000392	AFUN000392-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005339	AGAP005339-RA	AFUN000392	AFUN000392-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RA	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RC	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005381	AGAP005381-RB	AFUN000429	AFUN000429-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007182	AGAP007182-RA	AFUN000755	AFUN000755-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007182	AGAP007182-RA	AFUN000755	AFUN000755-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007182	AGAP007182-RA	AFUN000755	AFUN000755-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011723	AGAP011723-RA	AFUN001052	AFUN001052-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011723	AGAP011723-RA	AFUN001052	AFUN001052-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN001077	AFUN001077-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN001077	AFUN001077-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN001077	AFUN001077-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010371	AGAP010371-RA	AFUN002656	AFUN002656-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010371	AGAP010371-RA	AFUN002656	AFUN002656-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006783	AGAP006783-RA	AFUN002779	AFUN002779-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006783	AGAP006783-RA	AFUN002779	AFUN002779-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007700	AGAP007700-RA	AFUN003385	AFUN003385-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007700	AGAP007700-RA	AFUN003385	AFUN003385-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007700	AGAP007700-RA	AFUN003385	AFUN003385-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007889	AGAP007889-RA	AFUN003620	AFUN003620-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007889	AGAP007889-RA	AFUN003620	AFUN003620-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007889	AGAP007889-RA	AFUN003620	AFUN003620-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004527	AGAP004527-RA	AFUN004437	AFUN004437-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004527	AGAP004527-RA	AFUN004437	AFUN004437-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000053	AGAP000053-RA	AFUN004695	AFUN004695-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000053	AGAP000053-RA	AFUN004695	AFUN004695-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001299	AGAP001299-RA	AFUN004809	AFUN004809-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001299	AGAP001299-RA	AFUN004809	AFUN004809-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006191	AGAP006191-RA	AFUN006337	AFUN006337-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006191	AGAP006191-RA	AFUN006337	AFUN006337-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006191	AGAP006191-RA	AFUN006337	AFUN006337-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP009049	AGAP009049-RA	AFUN006337	AFUN006337-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP009049	AGAP009049-RA	AFUN006337	AFUN006337-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006898	AGAP006898-RA	AFUN006385	AFUN006385-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006898	AGAP006898-RA	AFUN006385	AFUN006385-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004876	AGAP004876-RA	AFUN006754	AFUN006754-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004876	AGAP004876-RA	AFUN006754	AFUN006754-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004876	AGAP004876-RA	AFUN006754	AFUN006754-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004876	AGAP004876-RA	AFUN006754	AFUN006754-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012453	AGAP012453-RA	AFUN006856	AFUN006856-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011352	AGAP011352-RA	AFUN007092	AFUN007092-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011352	AGAP011352-RA	AFUN007092	AFUN007092-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011314	AGAP011314-RA	AFUN007132	AFUN007132-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011314	AGAP011314-RA	AFUN007132	AFUN007132-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011314	AGAP011314-RA	AFUN007132	AFUN007132-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011300	AGAP011300-RA	AFUN007146	AFUN007146-RB	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011300	AGAP011300-RA	AFUN007146	AFUN007146-RB	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011300	AGAP011300-RA	AFUN007146	AFUN007146-RB	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008305	AGAP008305-RA	AFUN007401	AFUN007401-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008305	AGAP008305-RA	AFUN007401	AFUN007401-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008305	AGAP008305-RA	AFUN007401	AFUN007401-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006414	AGAP006414-RA	AFUN007478	AFUN007478-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006414	AGAP006414-RA	AFUN007478	AFUN007478-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000436	AGAP000436-RA	AFUN007585	AFUN007585-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000436	AGAP000436-RA	AFUN007585	AFUN007585-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001748	AGAP001748-RA	AFUN008113	AFUN008113-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001748	AGAP001748-RA	AFUN008113	AFUN008113-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001748	AGAP001748-RA	AFUN008113	AFUN008113-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000241	AGAP000241-RA	AFUN008411	AFUN008411-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000241	AGAP000241-RA	AFUN008411	AFUN008411-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001205	AGAP001205-RA	AFUN009199	AFUN009199-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001205	AGAP001205-RA	AFUN009199	AFUN009199-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001205	AGAP001205-RA	AFUN009199	AFUN009199-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004451	AGAP004451-RA	AFUN009430	AFUN009430-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004451	AGAP004451-RA	AFUN009430	AFUN009430-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004451	AGAP004451-RA	AFUN009430	AFUN009430-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004451	AGAP004451-RA	AFUN009430	AFUN009430-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004460	AGAP004460-RA	AFUN009444	AFUN009444-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004460	AGAP004460-RA	AFUN009444	AFUN009444-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008092	AGAP008092-RB	AFUN009529	AFUN009529-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008092	AGAP008092-RA	AFUN009529	AFUN009529-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008092	AGAP008092-RB	AFUN009529	AFUN009529-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008092	AGAP008092-RA	AFUN009529	AFUN009529-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008566	AGAP008566-RA	AFUN010569	AFUN010569-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008566	AGAP008566-RA	AFUN010569	AFUN010569-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008566	AGAP008566-RA	AFUN010569	AFUN010569-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008561	AGAP008561-RA	AFUN010573	AFUN010573-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008561	AGAP008561-RA	AFUN010573	AFUN010573-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008562	AGAP008562-RA	AFUN010573	AFUN010573-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008562	AGAP008562-RA	AFUN010573	AFUN010573-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004268	AGAP004268-RA	AFUN010883	AFUN010883-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004268	AGAP004268-RA	AFUN010883	AFUN010883-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012167	AGAP012167-RA	AFUN010945	AFUN010945-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012167	AGAP012167-RA	AFUN010945	AFUN010945-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP012167	AGAP012167-RA	AFUN010945	AFUN010945-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004831	AGAP004831-RA	AFUN011524	AFUN011524-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP004831	AGAP004831-RA	AFUN011524	AFUN011524-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011353	AGAP011353-RA	AFUN011972	AFUN011972-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011353	AGAP011353-RA	AFUN011972	AFUN011972-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP011353	AGAP011353-RA	AFUN011972	AFUN011972-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010769	AGAP010769-RA	AFUN015717	AFUN015717-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010769	AGAP010769-RA	AFUN015717	AFUN015717-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP010769	AGAP010769-RA	AFUN015717	AFUN015717-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005634	AGAP005634-RA	AFUN016426	AFUN016426-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005634	AGAP005634-RA	AFUN016426	AFUN016426-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008664	AGAP008664-RA	AFUN016443	AFUN016443-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008664	AGAP008664-RA	AFUN016443	AFUN016443-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP008664	AGAP008664-RA	AFUN016443	AFUN016443-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN019118	AFUN019118-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN019118	AFUN019118-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP005860	AGAP005860-RA	AFUN019118	AFUN019118-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007215	AGAP007215-RA	AFUN019131	AFUN019131-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007215	AGAP007215-RA	AFUN019131	AFUN019131-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP007215	AGAP007215-RA	AFUN019131	AFUN019131-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006532	AGAP006532-RA	AFUN020087	AFUN020087-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP006532	AGAP006532-RA	AFUN020087	AFUN020087-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000198	AGAP000198-RA	AFUN020166	AFUN020166-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000198	AGAP000198-RA	AFUN020166	AFUN020166-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP000198	AGAP000198-RA	AFUN020166	AFUN020166-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RB	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RC	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RA	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RB	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RC	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP002914	AGAP002914-RA	AFUN020266	AFUN020266-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
AGAP001863	AGAP001863-RB	AFUN020900	AFUN020900-RA	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism
